locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHLIDFIL_04001	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
MHLIDFIL_04002	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MHLIDFIL_04003	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MHLIDFIL_04004	rRNA	1538				16S ribosomal RNA
MHLIDFIL_04005	tRNA	76				tRNA-Glu(ttc)
MHLIDFIL_04006	rRNA	2901				23S ribosomal RNA
MHLIDFIL_04007	rRNA	111				5S ribosomal RNA
MHLIDFIL_04008	CDS	384				hypothetical protein
MHLIDFIL_04009	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
MHLIDFIL_04010	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
MHLIDFIL_04011	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
MHLIDFIL_04012	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
MHLIDFIL_04013	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
MHLIDFIL_04014	CDS	2187				hypothetical protein
MHLIDFIL_04015	CDS	825	iclR		COG1414	Transcriptional repressor IclR
MHLIDFIL_04016	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
MHLIDFIL_04017	CDS	1632				hypothetical protein
MHLIDFIL_04018	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
MHLIDFIL_04019	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
MHLIDFIL_04020	CDS	273				hypothetical protein
MHLIDFIL_04021	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
MHLIDFIL_04022	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MHLIDFIL_04023	CDS	243				hypothetical protein
MHLIDFIL_04024	CDS	639	gfcB_2			putative lipoprotein GfcB
MHLIDFIL_04025	CDS	738				hypothetical protein
MHLIDFIL_04026	CDS	2097				hypothetical protein
MHLIDFIL_04027	CDS	411	psiE		COG3223	Protein PsiE
MHLIDFIL_04028	CDS	1476	xylE			D-xylose-proton symporter
MHLIDFIL_04029	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
MHLIDFIL_04030	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
MHLIDFIL_04031	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
MHLIDFIL_04032	CDS	96				hypothetical protein
MHLIDFIL_04033	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
MHLIDFIL_04034	CDS	1341	lamB		COG4580	Maltoporin
MHLIDFIL_04035	CDS	921				hypothetical protein
MHLIDFIL_04036	CDS	153				hypothetical protein
MHLIDFIL_04037	CDS	195				hypothetical protein
MHLIDFIL_04038	CDS	1329	sopA	2.3.2.26		E3 ubiquitin-protein ligase SopA
MHLIDFIL_04039	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
MHLIDFIL_04040	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
MHLIDFIL_04041	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
MHLIDFIL_04042	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MHLIDFIL_04043	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
MHLIDFIL_04044	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
MHLIDFIL_04045	CDS	210				hypothetical protein
MHLIDFIL_04046	CDS	516	zur		COG0735	Zinc uptake regulation protein
MHLIDFIL_04047	CDS	255				hypothetical protein
MHLIDFIL_04048	CDS	708				hypothetical protein
MHLIDFIL_04049	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MHLIDFIL_04050	CDS	243	pspG			Phage shock protein G
MHLIDFIL_04051	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
MHLIDFIL_04052	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
MHLIDFIL_04053	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
MHLIDFIL_04054	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MHLIDFIL_04055	CDS	204				hypothetical protein
MHLIDFIL_04056	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
MHLIDFIL_04057	CDS	417				hypothetical protein
MHLIDFIL_04058	CDS	357	yjbR		COG2315	putative protein YjbR
MHLIDFIL_04059	CDS	2823	uvrA		COG0178	UvrABC system protein A
MHLIDFIL_04060	CDS	537	ssb		COG0629	Single-stranded DNA-binding protein
MHLIDFIL_04061	CDS	282				hypothetical protein
MHLIDFIL_04062	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
MHLIDFIL_04063	CDS	324	soxS			Regulatory protein SoxS
MHLIDFIL_04064	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
MHLIDFIL_04065	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
MHLIDFIL_04066	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
MHLIDFIL_04067	CDS	1293				hypothetical protein
MHLIDFIL_04068	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
MHLIDFIL_04069	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
MHLIDFIL_04070	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MHLIDFIL_04071	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
MHLIDFIL_04072	CDS	567	nrfB			Cytochrome c-type protein NrfB
MHLIDFIL_04073	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
MHLIDFIL_04074	CDS	957				hypothetical protein
MHLIDFIL_04075	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
MHLIDFIL_04076	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
MHLIDFIL_04077	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
MHLIDFIL_04078	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
MHLIDFIL_04079	CDS	690				hypothetical protein
MHLIDFIL_04080	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
MHLIDFIL_04081	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
MHLIDFIL_04082	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
MHLIDFIL_04083	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
MHLIDFIL_04084	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
MHLIDFIL_04085	CDS	276				hypothetical protein
MHLIDFIL_04086	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
MHLIDFIL_04087	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
MHLIDFIL_04088	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
MHLIDFIL_04089	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
MHLIDFIL_04090	CDS	1533	rbsA_2	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MHLIDFIL_04091	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
MHLIDFIL_04092	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
MHLIDFIL_04093	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
MHLIDFIL_04094	CDS	330				hypothetical protein
MHLIDFIL_04095	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
MHLIDFIL_04096	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
MHLIDFIL_04097	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
MHLIDFIL_04098	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MHLIDFIL_04099	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
MHLIDFIL_04100	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
MHLIDFIL_04101	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
MHLIDFIL_04102	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MHLIDFIL_04103	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
MHLIDFIL_04104	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
MHLIDFIL_04105	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
MHLIDFIL_04106	CDS	369	phnE		COG3639	Phosphate-import permease protein PhnE
MHLIDFIL_04107	CDS	1017				hypothetical protein
MHLIDFIL_04108	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
MHLIDFIL_04109	CDS	444				hypothetical protein
MHLIDFIL_04110	CDS	336				hypothetical protein
MHLIDFIL_04111	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
MHLIDFIL_04112	CDS	879				hypothetical protein
MHLIDFIL_04113	CDS	1503	proP			Proline/betaine transporter
MHLIDFIL_04114	CDS	90				hypothetical protein
MHLIDFIL_04115	CDS	1101	basS	2.7.13.3		Sensor protein BasS
MHLIDFIL_04116	CDS	669	basR			Transcriptional regulatory protein BasR
MHLIDFIL_04117	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
MHLIDFIL_04118	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
MHLIDFIL_04119	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
MHLIDFIL_04120	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
MHLIDFIL_04121	CDS	909	melR_2			Melibiose operon regulatory protein
MHLIDFIL_04122	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
MHLIDFIL_04123	CDS	1410	melB		COG2211	Melibiose carrier protein
MHLIDFIL_04124	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
MHLIDFIL_04125	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
MHLIDFIL_04126	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
MHLIDFIL_04127	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
MHLIDFIL_04128	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
MHLIDFIL_04129	CDS	231				hypothetical protein
MHLIDFIL_04130	CDS	273	yjdJ		COG2388	putative protein YjdJ
MHLIDFIL_04131	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
MHLIDFIL_04132	CDS	174	ghoT			Toxin GhoT
MHLIDFIL_04133	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
MHLIDFIL_04134	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
MHLIDFIL_04135	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
MHLIDFIL_04136	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
MHLIDFIL_04137	CDS	1539	cadC		COG3710	Transcriptional activator CadC
MHLIDFIL_04138	tRNA	76				tRNA-Phe(gaa)
MHLIDFIL_04139	CDS	576				hypothetical protein
MHLIDFIL_04140	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
MHLIDFIL_04141	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
MHLIDFIL_04142	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
MHLIDFIL_04143	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
MHLIDFIL_04144	CDS	477				hypothetical protein
MHLIDFIL_04145	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
MHLIDFIL_04146	CDS	294	groS		COG0234	10 kDa chaperonin
MHLIDFIL_04147	CDS	1647	groL			60 kDa chaperonin
MHLIDFIL_04148	CDS	354				hypothetical protein
MHLIDFIL_04149	CDS	870				hypothetical protein
MHLIDFIL_04150	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
MHLIDFIL_04151	CDS	567	efp		COG0231	Elongation factor P
MHLIDFIL_04152	CDS	126				hypothetical protein
MHLIDFIL_04153	CDS	147				hypothetical protein
MHLIDFIL_04154	CDS	318	gdx		COG2076	Guanidinium exporter
MHLIDFIL_04155	CDS	534	blc		COG3040	Outer membrane lipoprotein Blc
MHLIDFIL_04156	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
MHLIDFIL_04157	CDS	360	frdD		COG3080	Fumarate reductase subunit D
MHLIDFIL_04158	CDS	396	frdC		COG3029	Fumarate reductase subunit C
MHLIDFIL_04159	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
MHLIDFIL_04160	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
MHLIDFIL_04161	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
MHLIDFIL_04162	CDS	1458	yjeM			Inner membrane transporter YjeM
MHLIDFIL_04163	CDS	315				hypothetical protein
MHLIDFIL_04164	CDS	303	yjeO			Inner membrane protein YjeO
MHLIDFIL_04165	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
MHLIDFIL_04166	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
MHLIDFIL_04167	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
MHLIDFIL_04168	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
MHLIDFIL_04169	tRNA	76				tRNA-Gly(gcc)
MHLIDFIL_04170	tRNA	76				tRNA-Gly(gcc)
MHLIDFIL_04171	tRNA	76				tRNA-Gly(gcc)
MHLIDFIL_04172	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
MHLIDFIL_04173	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MHLIDFIL_04174	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
MHLIDFIL_04175	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
MHLIDFIL_04176	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
MHLIDFIL_04177	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
MHLIDFIL_04178	CDS	309	hfq		COG1923	RNA-binding protein Hfq
MHLIDFIL_04179	CDS	1281	hflX		COG2262	GTPase HflX
MHLIDFIL_04180	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
MHLIDFIL_04181	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
MHLIDFIL_04182	CDS	198				hypothetical protein
MHLIDFIL_04183	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MHLIDFIL_04184	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
MHLIDFIL_04185	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
MHLIDFIL_04186	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MHLIDFIL_04187	CDS	402				hypothetical protein
MHLIDFIL_04188	CDS	699				hypothetical protein
MHLIDFIL_04189	CDS	660				hypothetical protein
MHLIDFIL_04190	CDS	399				hypothetical protein
MHLIDFIL_04191	CDS	639				hypothetical protein
MHLIDFIL_04192	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
MHLIDFIL_04193	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
MHLIDFIL_04194	CDS	276				hypothetical protein
MHLIDFIL_04195	CDS	330	bsmA			Lipoprotein BsmA
MHLIDFIL_04196	CDS	750				hypothetical protein
MHLIDFIL_04197	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
MHLIDFIL_04198	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
MHLIDFIL_04199	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
MHLIDFIL_04200	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
MHLIDFIL_04201	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
MHLIDFIL_04202	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
MHLIDFIL_04203	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
MHLIDFIL_04204	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
MHLIDFIL_04205	CDS	276				hypothetical protein
MHLIDFIL_04206	CDS	396	rpsF		COG0360	30S ribosomal protein S6
MHLIDFIL_04207	CDS	315	priB		COG2965	Primosomal replication protein N
MHLIDFIL_04208	CDS	228	rpsR		COG0238	30S ribosomal protein S18
MHLIDFIL_04209	CDS	450	rplI		COG0359	50S ribosomal protein L9
MHLIDFIL_04210	CDS	795				hypothetical protein
MHLIDFIL_04211	CDS	327				hypothetical protein
MHLIDFIL_04212	CDS	639				hypothetical protein
MHLIDFIL_04213	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
MHLIDFIL_04214	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
MHLIDFIL_04215	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
MHLIDFIL_04216	CDS	966	ytfF			Inner membrane protein YtfF
MHLIDFIL_04217	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
MHLIDFIL_04218	CDS	381				hypothetical protein
MHLIDFIL_04219	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
MHLIDFIL_04220	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
MHLIDFIL_04221	CDS	939				hypothetical protein
MHLIDFIL_04222	CDS	555	ytfJ		COG3054	putative protein YtfJ
MHLIDFIL_04223	CDS	207				hypothetical protein
MHLIDFIL_04224	CDS	1344				hypothetical protein
MHLIDFIL_04225	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
MHLIDFIL_04226	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
MHLIDFIL_04227	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
MHLIDFIL_04228	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
MHLIDFIL_04229	CDS	252	chpS			Antitoxin ChpS
MHLIDFIL_04230	CDS	315	chpB	3.1.-.-	COG2337	Endoribonuclease toxin ChpB
MHLIDFIL_04231	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
MHLIDFIL_04232	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
MHLIDFIL_04233	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
MHLIDFIL_04234	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
MHLIDFIL_04235	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
MHLIDFIL_04236	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
MHLIDFIL_04237	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
MHLIDFIL_04238	CDS	552				hypothetical protein
MHLIDFIL_04239	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
MHLIDFIL_04240	CDS	303	cybC		COG3783	Soluble cytochrome b562
MHLIDFIL_04241	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
MHLIDFIL_04242	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
MHLIDFIL_04243	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
MHLIDFIL_04244	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
MHLIDFIL_04245	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
MHLIDFIL_04246	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
MHLIDFIL_04247	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MHLIDFIL_04248	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
MHLIDFIL_04249	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
MHLIDFIL_04250	CDS	396	yjgH		COG0251	RutC family protein YjgH
MHLIDFIL_04251	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
MHLIDFIL_04252	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
MHLIDFIL_04253	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
MHLIDFIL_04254	CDS	1815	yjgL			putative protein YjgL
MHLIDFIL_04255	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
MHLIDFIL_04256	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
MHLIDFIL_04257	CDS	504				hypothetical protein
MHLIDFIL_04258	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
MHLIDFIL_04259	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
MHLIDFIL_04260	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
MHLIDFIL_04261	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
MHLIDFIL_04262	CDS	1080	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
MHLIDFIL_04263	CDS	1083	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
MHLIDFIL_04264	CDS	1503				hypothetical protein
MHLIDFIL_04265	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
MHLIDFIL_04266	CDS	1320	idnT_1		COG2610	Gnt-II system L-idonate transporter
MHLIDFIL_04267	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
MHLIDFIL_04268	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
MHLIDFIL_04269	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
MHLIDFIL_04270	CDS	1020	ahr	1.1.1.2	COG1064	Aldehyde reductase Ahr
MHLIDFIL_04271	tRNA	85				tRNA-Leu(caa)
MHLIDFIL_04272	CDS	195				hypothetical protein
MHLIDFIL_04273	CDS	1191	intA_2		COG0582	Prophage integrase IntA
MHLIDFIL_04274	CDS	366				hypothetical protein
MHLIDFIL_04275	CDS	906				IS3 family transposase IS2
MHLIDFIL_04276	CDS	432	opgE_2	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
MHLIDFIL_04277	CDS	360				hypothetical protein
MHLIDFIL_04278	CDS	1329			COG3385	IS4 family transposase IS4
MHLIDFIL_04279	CDS	1218	yjhB			Putative metabolite transport protein YjhB
MHLIDFIL_04280	CDS	1119	yjhC	1.-.-.-	COG0673	putative oxidoreductase YjhC
MHLIDFIL_04281	CDS	126	ythA			putative protein YthA
MHLIDFIL_04282	CDS	351				hypothetical protein
MHLIDFIL_04283	CDS	267				IS3 family transposase IS911
MHLIDFIL_04284	CDS	1152			COG2826	IS30 family transposase IS30
MHLIDFIL_04285	CDS	369				hypothetical protein
MHLIDFIL_04286	CDS	414				hypothetical protein
MHLIDFIL_04287	CDS	243				IS3 family transposase ISLad1
MHLIDFIL_04288	CDS	258				hypothetical protein
MHLIDFIL_04289	CDS	768	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
MHLIDFIL_04290	CDS	957	fecD		COG0609	Fe(3+) dicitrate transport system permease protein FecD
MHLIDFIL_04291	CDS	999	fecC		COG0609	Fe(3+) dicitrate transport system permease protein FecC
MHLIDFIL_04292	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
MHLIDFIL_04293	CDS	2325	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
MHLIDFIL_04294	CDS	954	fecR		COG3712	Protein FecR
MHLIDFIL_04295	CDS	522	fecI		COG1595	putative RNA polymerase sigma factor FecI
MHLIDFIL_04296	CDS	210			COG1662	IS1 family transposase IS1F
MHLIDFIL_04297	CDS	987	deoR_2		COG2390	Deoxyribonucleoside regulator
MHLIDFIL_04298	CDS	1350	idnT_2		COG2610	Gnt-II system L-idonate transporter
MHLIDFIL_04299	CDS	1968	yjhG	4.2.1.82	COG0129	D-xylonate dehydratase YjhG
MHLIDFIL_04300	CDS	906	yjhH	4.1.2.28	COG0329	putative 2-dehydro-3-deoxy-D-pentonate aldolase YjhH
MHLIDFIL_04301	CDS	789	kdgR_2		COG1414	Transcriptional regulator KdgR
MHLIDFIL_04302	CDS	783	srlR_5		COG1349	Glucitol operon repressor
MHLIDFIL_04303	CDS	633	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
MHLIDFIL_04304	CDS	432				hypothetical protein
MHLIDFIL_04305	CDS	807				hypothetical protein
MHLIDFIL_04306	CDS	1314	gatC_2		COG3775	PTS system galactitol-specific EIIC component
MHLIDFIL_04307	CDS	279	gatB_2	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
MHLIDFIL_04308	CDS	1122	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
MHLIDFIL_04309	CDS	747	yjhP			putative protein YjhP
MHLIDFIL_04310	CDS	546				hypothetical protein
MHLIDFIL_04311	CDS	258				hypothetical protein
MHLIDFIL_04312	CDS	1017				hypothetical protein
MHLIDFIL_04313	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
MHLIDFIL_04314	CDS	1107	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
MHLIDFIL_04315	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
MHLIDFIL_04316	CDS	603				ISKra4 family transposase ISCep1
MHLIDFIL_04317	CDS	597				ISKra4 family transposase ISCep1
MHLIDFIL_04318	CDS	549	fimA			Type-1 fimbrial protein, A chain
MHLIDFIL_04319	CDS	498	lpfA			putative major fimbrial subunit LpfA
MHLIDFIL_04320	CDS	726	fimC			Chaperone protein FimC
MHLIDFIL_04321	CDS	2637	fimD_2		COG3188	Outer membrane usher protein FimD
MHLIDFIL_04322	CDS	531	fimF_2			Protein FimF
MHLIDFIL_04323	CDS	504	fimG_2			Protein FimG
MHLIDFIL_04324	CDS	903	fimH_2			Type 1 fimbrin D-mannose specific adhesin
MHLIDFIL_04325	CDS	1344	gntP		COG2610	High-affinity gluconate transporter
